"psu_id","psu_type","bg_oper_id","TotHH","age18plus","age18_34","age35_49","age50_64","age65plus","MOS_psu","pik_psu","MOS_bg_oper","pik_bg","p3_18_34","p3_35_49","p3_50_64","p3_65plus","p_overall_18_34","p_overall_35_49","p_overall_50_64","p_overall_65plus","w_base_18_34","w_base_35_49","w_base_50_64","w_base_65plus","hh_rate","exp_n_18_34","exp_n_35_49","exp_n_50_64","exp_n_65plus","exp_n_total","takeall_18_34","takeall_35_49","takeall_50_64","takeall_65plus"
"26163517500","single_tract","261635175002",1205,1282,456,178,324,324,11.2127345625762,0.208028470548724,5.69182681930971,0.507621649968138,0.041963217144523,0.0464828924241888,0.040208047363197,0.0415537369904817,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.0447302904564315,19.1352270179025,8.27395485150561,13.0274073456758,13.4634107849161,53.9,FALSE,FALSE,FALSE,FALSE
"26163520200","single_tract","261635202002",415,2594,2492,47,40,15,15.7754418247029,0.292679811218978,11.5091759513898,0.729562828051349,0.0207527772428287,0.022987968457215,0.0198847635400243,0.0205502701187226,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.129879518072289,51.7159208891291,1.08043451748911,0.79539054160097,0.308254051780839,53.9,FALSE,FALSE,FALSE,FALSE
"26163523200","single_tract","261635232001",347,712,308,179,154,71,10.1963952539476,0.18917245369105,3.20890868769885,0.314710111542264,0.0744325837887875,0.082449393076627,0.0713193376960925,0.0737062651709715,0.00443130546878873,0.00490858207308137,0.00424595996908941,0.00438806446465613,225.667132867133,203.724820143885,235.518,227.890909090909,0.155331412103746,22.9252358069465,14.7584413607162,10.9831780051982,5.23314482713898,53.9,FALSE,FALSE,FALSE,FALSE
"26163524200","single_tract","261635242003",597,1144,434,356,255,99,13.0906863939542,0.242869877438854,5.18777996559004,0.396295488981079,0.0460403807316348,0.0509991895365583,0.044114677926185,0.0455911153159452,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.090284757118928,19.9815252375295,18.1557114750147,11.2492428711772,4.51352041627858,53.9,FALSE,FALSE,FALSE,FALSE
"26163525700","single_tract","261635257001",480,946,349,304,198,95,13.208920585,0.245063461688311,4.29630075684604,0.32525752041578,0.05559372545954,0.0615814833999916,0.0532684407555131,0.0550512378045421,0.00443130546878873,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.112291666666667,19.4022101853795,18.7207709535975,10.5471512695916,5.2298675914315,53.9,FALSE,FALSE,FALSE,FALSE
"26163526400","single_tract","261635264002",260,458,162,121,108,67,4.35459637307016,0.0807902852146597,2.06437391258024,0.474067797729041,0.115699662407175,0.128161168927193,0.110860363492907,0.11457065660617,0.00443130546878873,0.00490858207308137,0.00424595996908941,0.00438806446465613,225.667132867133,203.724820143885,235.518,227.890909090909,0.207307692307692,18.7433453099624,15.5075014401903,11.9729192572339,7.67623399261337,53.9,FALSE,FALSE,FALSE,FALSE
"26163530800","single_tract","261635308001",545,648,173,141,198,136,4.8823528237012,0.0905816850408386,2.89620275947786,0.593198169828766,0.0824691448090371,0.0913515370680691,0.0790197584008857,0.0816644048387019,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465613,225.667132867133,203.724820143885,235.518,227.890909090909,0.0988990825688073,14.2671620519634,12.8805667265977,15.6459121633754,11.1063590580635,53.9,FALSE,FALSE,FALSE,FALSE
"26163531800","single_tract","261635318002",495,551,158,116,169,108,5.04741410468569,0.0936440464691223,2.46101998150503,0.487580359063541,0.0970521842824072,0.107505252182994,0.0929928420142132,0.0961051419421326,0.00443130546878873,0.00490858207308137,0.00424595996908941,0.00438806446465613,225.667132867133,203.724820143885,235.518,227.890909090909,0.108888888888889,15.3342451166203,12.4706092532273,15.715790300402,10.3793553297503,53.9,FALSE,FALSE,FALSE,FALSE
"26163533600","single_tract","261635336001",414,438,130,106,123,79,4.65820069222097,0.0864230184085523,1.96528957959499,0.421898863841774,0.121532911611394,0.134622691987004,0.116449628955486,0.120346984536349,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.130193236714976,15.7992785094813,14.2700053506225,14.3233043615247,9.50741177837154,53.9,FALSE,FALSE,FALSE,FALSE
"26163534700","single_tract","261635347003",559,887,270,205,250,162,9.93088256013631,0.18424642968713,3.97506823710129,0.40027341105187,0.0600863558865309,0.0665579954753226,0.057573160681339,0.0595000288139555,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.0964221824686941,16.2233160893633,13.6443890724411,14.3932901703347,9.63900466786079,53.9,FALSE,FALSE,FALSE,FALSE
"26163535600","single_tract","261635356001",299,531,133,114,152,132,12.9575598338701,0.240399996917812,2.37355240831638,0.18317896569631,0.100628645877313,0.111466918873198,0.0964197131405468,0.0996467041621942,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.180267558528428,13.3836099016827,12.7072287515446,14.6557963973631,13.1533649494096,53.9,FALSE,FALSE,FALSE,FALSE
"26163536500","single_tract","261635365001",482,691,213,166,166,146,7.18162685017163,0.133239830244372,3.10417945569215,0.432239034476981,0.0769438005041034,0.0852310820026652,0.0737255192879596,0.0761929772491935,0.00443130546878874,0.00490858207308137,0.00424595996908941,0.00438806446465614,225.667132867133,203.724820143885,235.518,227.890909090909,0.111825726141079,16.389029507374,14.1483596124424,12.2384362018013,11.1241746783823,53.9,FALSE,FALSE,FALSE,FALSE
